Account Name: Account Name,#Targets,Pro_diversity,Rank
Bank Al Habib Limited,35.94117647058823,1.0,59
"Hematology-Oncology Associates of Central New York, P.C.",35.94117647058823,1.0,59
Texas Department of Licensing & Regulation,35.94117647058823,1.0,59
Kapsch BusinessCom AG,33.02941176470588,100.0,60
WSP Group,33.02941176470588,57.57142857142857,61
"Performance Team Freight System, Inc.",33.02941176470588,36.357142857142854,62
Luminant Energy Company LLC,33.02941176470588,36.357142857142854,62
Zebra Technologies Corporation,33.02941176470588,36.357142857142854,62
Agvantis Inc,33.02941176470588,29.285714285714285,63
"Abiomed, Inc.",33.02941176470588,29.285714285714285,63
"Interior Logic Group, Inc",33.02941176470588,22.214285714285715,64
Holtec International,33.02941176470588,22.214285714285715,64
Tata Technologies Limited,33.02941176470588,22.214285714285715,64
Columbia Sportswear Company,33.02941176470588,22.214285714285715,64
Egon Zehnder International,33.02941176470588,22.214285714285715,64
"CA, Inc.",33.02941176470588,22.214285714285715,64
San Mateo County Transit District,33.02941176470588,15.142857142857142,65
Vir Biotechnology,33.02941176470588,15.142857142857142,65
Alexion Pharmaceuticals,33.02941176470588,15.142857142857142,65
Benchmark Education Company LLC,33.02941176470588,15.142857142857142,65
Ninety One,33.02941176470588,15.142857142857142,65
Bernhard Schulte Shipmanagement ( Cyprus ) Limited,33.02941176470588,15.142857142857142,65
"Kalsec, Inc.",33.02941176470588,8.071428571428571,66
Indiana Packers Corporation,33.02941176470588,8.071428571428571,66
Najm For Insurance Services Company,33.02941176470588,1.0,67
Jubail Energy Services Company,33.02941176470588,1.0,67
Kraft Heinz Co,33.02941176470588,1.0,67
Atlas Technica Llc,33.02941176470588,1.0,67
Eze Castle Integration,30.117647058823533,71.71428571428571,68
Westcon Brazil,30.117647058823533,71.71428571428571,68
"Estee Lauder International, Inc.",30.117647058823533,50.5,69
TUV Rheinland i-sec GmbH,30.117647058823533,43.42857142857143,70
MAREX SPECTRON GROUP LTD,30.117647058823533,43.42857142857143,70
"Xylem, Inc.",30.117647058823533,36.357142857142854,71
Lumentum Operations LLC,30.117647058823533,36.357142857142854,71
AAA NCNU CLUB,30.117647058823533,36.357142857142854,71
Vitamix Corporation,30.117647058823533,22.214285714285715,72
Tronox Inc,30.117647058823533,22.214285714285715,72
DUNNHUMBY LTD,30.117647058823533,15.142857142857142,73
Digitex Internacional Ltda,30.117647058823533,15.142857142857142,73
"Planned Parenthood Federation of America, Inc.",30.117647058823533,15.142857142857142,73
Ostra LLC,30.117647058823533,15.142857142857142,73
1st Financial Bank USA,30.117647058823533,15.142857142857142,73
Libro Credit Union,30.117647058823533,15.142857142857142,73
"Centiva Capital, Lp",30.117647058823533,8.071428571428571,74
Keurig Dr. Pepper,30.117647058823533,8.071428571428571,74
"Strategic Link Consulting, Lp",30.117647058823533,8.071428571428571,74
"Millennium Space Systems, Inc.",30.117647058823533,8.071428571428571,74
Datcom Cloud Pty Ltd,30.117647058823533,8.071428571428571,74
"Klein Tools, Inc.",30.117647058823533,8.071428571428571,74
Infinit-O Manila Inc.,30.117647058823533,1.0,75
Electronic Information Network,30.117647058823533,1.0,75
Eli Revenue Cycle Solutions Private Limited,30.117647058823533,1.0,75
BPS sarl,30.117647058823533,1.0,75
Murdoch's,30.117647058823533,1.0,75
Radius Display Products,30.117647058823533,1.0,75
GNY Insurance Companies,30.117647058823533,1.0,75
UNICHEM LABORATORIES LIMITED,30.117647058823533,1.0,75
Orange Cyberdefense International,27.205882352941178,64.64285714285714,76
TENEO GLOBAL (ASC),27.205882352941178,50.5,77
"SolarWinds, Inc.",27.205882352941178,43.42857142857143,78
M.Tech Solutions (India) Pvt Ltd,27.205882352941178,36.357142857142854,79
"Restoration Hardware, Inc.",27.205882352941178,36.357142857142854,79
Sofi,27.205882352941178,29.285714285714285,80
KPIT Technologies Ltd,27.205882352941178,29.285714285714285,80
Synaptics Inc.,27.205882352941178,29.285714285714285,80
Freshfields,27.205882352941178,29.285714285714285,80
United Therapeutics Corporation,27.205882352941178,22.214285714285715,81
Hexion Inc.,27.205882352941178,22.214285714285715,81
Wellpath,27.205882352941178,22.214285714285715,81
Karix Mobile Pvt. Ltd,27.205882352941178,22.214285714285715,81
Bentley Systems,27.205882352941178,22.214285714285715,81
The Weitz Company LLC,27.205882352941178,22.214285714285715,81
Barings Asset Management,27.205882352941178,22.214285714285715,81
"Fried, Frank, Harris, Shriver & Jacobson LLP",27.205882352941178,22.214285714285715,81
Xperi Holding Corporation,27.205882352941178,22.214285714285715,81
"1-800-Flowers.com, Inc.",27.205882352941178,22.214285714285715,81
OpenEdge,27.205882352941178,22.214285714285715,81
Chase Corporation,27.205882352941178,15.142857142857142,82
Lee Memorial Health System,27.205882352941178,15.142857142857142,82
"State of New Mexico, Children, Youth and Families",27.205882352941178,15.142857142857142,82
Lummus Technologies,27.205882352941178,15.142857142857142,82
Knack BPO Pvt Ltd,27.205882352941178,15.142857142857142,82
Capital Regional District,27.205882352941178,15.142857142857142,82
"Imagine Print Solutions, Inc.",27.205882352941178,15.142857142857142,82
ITS Security,27.205882352941178,15.142857142857142,82
Lakeside Bank,27.205882352941178,15.142857142857142,82
Abcam Inc,27.205882352941178,8.071428571428571,83
Mabe Mexico,27.205882352941178,8.071428571428571,83
"Walsh Patel Group Consulting, LLC",27.205882352941178,8.071428571428571,83
Productos Familia S.A.,27.205882352941178,8.071428571428571,83
Fabindia Overseas Private Limited,27.205882352941178,8.071428571428571,83
Virginia Department Of Alcoholic Beverage Control,27.205882352941178,8.071428571428571,83
"Healthhelp, LLC",27.205882352941178,8.071428571428571,83
Black Sesame Technologies Inc.,27.205882352941178,8.071428571428571,83
"DIALAMERICA MARKETING, INC.",27.205882352941178,8.071428571428571,83
ZEE ENTERTAINMENT ENTERPRISES LIMITED,27.205882352941178,8.071428571428571,83
Tata Chemicals Limited,27.205882352941178,8.071428571428571,83
Kemper Development Company,27.205882352941178,8.071428571428571,83
ePAC Flexible Packaging,27.205882352941178,8.071428571428571,83
Tvs Srichakra Limited,27.205882352941178,1.0,84
Petronet Lng Limited,27.205882352941178,1.0,84
Right To Play International,27.205882352941178,1.0,84
"Tillster, Inc.",27.205882352941178,1.0,84
Currituck County Board Of Education,27.205882352941178,1.0,84
The Elizabeth Hospice Inc,27.205882352941178,1.0,84
Los Angeles County Office of Education,27.205882352941178,1.0,84
"Radnet, Inc.",27.205882352941178,1.0,84
Miramed Philippines Group LLC,27.205882352941178,1.0,84
Quimpac De Colombia S A,27.205882352941178,1.0,84
"Johnston Paper Company, Inc.",27.205882352941178,1.0,84
Inflow Technologies Pvt Ltd,24.294117647058822,57.57142857142857,85
"TASKUS, INC.",24.294117647058822,57.57142857142857,85
"Agilent Technologies, Inc. (HQ)",24.294117647058822,57.57142857142857,85
Teledyne Technologies Incorporated,24.294117647058822,50.5,86
Westcon Group Australia,24.294117647058822,50.5,86
On Semiconductor Corporation,24.294117647058822,50.5,86
Tory Burch LLC,24.294117647058822,50.5,86
Carnival Corporation,24.294117647058822,50.5,86
Schlumberger Technology Corporation,24.294117647058822,43.42857142857143,87
"Stanley Black & Decker, Inc.",24.294117647058822,36.357142857142854,88
Schneider Electric SA,24.294117647058822,29.285714285714285,89
Idt Corporation,24.294117647058822,29.285714285714285,89
Hilltop Securities Inc.,24.294117647058822,29.285714285714285,89
SLK GLOBAL BPO SERVICES PRIVATE LIMITED,24.294117647058822,29.285714285714285,89
"Imerys Pigments, Inc.",24.294117647058822,29.285714285714285,89
MTI TECHNOLOGY LTD,24.294117647058822,29.285714285714285,89
Equifax,24.294117647058822,29.285714285714285,89
Extreme Networks Inc,24.294117647058822,29.285714285714285,89
Heraeus Infosystems Gmbh,24.294117647058822,22.214285714285715,90
Stone Point Capital LLC,24.294117647058822,22.214285714285715,90
Compugen Inc.,24.294117647058822,22.214285714285715,90
SAVA SeniorCare,24.294117647058822,22.214285714285715,90
Associated Foreign Exchange,24.294117647058822,22.214285714285715,90
Pembina Pipeline,24.294117647058822,22.214285714285715,90
"Trividia Health, Inc.",24.294117647058822,22.214285714285715,90
Innovative Integration Private Limited,24.294117647058822,22.214285714285715,90
Invitae Corp,24.294117647058822,22.214285714285715,90
ThoughtWorks Technologies (India) Pvt Ltd,24.294117647058822,15.142857142857142,91
County of San Mateo,24.294117647058822,15.142857142857142,91
American Tower Corporation,24.294117647058822,15.142857142857142,91
"Tangoe, Inc.",24.294117647058822,15.142857142857142,91
Sibelco Europe,24.294117647058822,15.142857142857142,91
SmartLayer Business Solutions,24.294117647058822,15.142857142857142,91
Heitman Securities LLC,24.294117647058822,15.142857142857142,91
"Cardno, Inc.",24.294117647058822,15.142857142857142,91
Scarborough Hospital (Including new partner Rouge Valley Health System),24.294117647058822,15.142857142857142,91
IBEX Global Solutions PLC (HQ),24.294117647058822,15.142857142857142,91
ABB Concise,24.294117647058822,15.142857142857142,91
Benaroya Research Institute At Virginia Mason,24.294117647058822,15.142857142857142,91
Virginia Mason Medical Center,24.294117647058822,8.071428571428571,92
Broward College,24.294117647058822,8.071428571428571,92
"SA Recycling, LLC",24.294117647058822,8.071428571428571,92
NetWolves Corporation,24.294117647058822,8.071428571428571,92
Douglas County Technology,24.294117647058822,8.071428571428571,92
Trumid Financial Llc,24.294117647058822,8.071428571428571,92
Global Power Technologies Inc,24.294117647058822,8.071428571428571,92
Emircom LLC,24.294117647058822,8.071428571428571,92
Flemingdon Health Centre,24.294117647058822,8.071428571428571,92
United Community Bank,24.294117647058822,8.071428571428571,92
K-Swiss,24.294117647058822,8.071428571428571,92
Global Technology Integrator Limited,24.294117647058822,8.071428571428571,92
"Spiderrock Trading, LLC",24.294117647058822,8.071428571428571,92
Sona Blw Precision Forgings Limited,24.294117647058822,8.071428571428571,92
"Language Line, Llc",24.294117647058822,8.071428571428571,92
asTech,24.294117647058822,8.071428571428571,92
MAXNETWORK PTY LTD,24.294117647058822,8.071428571428571,92
Agriculture Insurance Company Of India Limited,24.294117647058822,8.071428571428571,92
"Olukai, Inc.",24.294117647058822,8.071428571428571,92
RELIGARE SECURITIES LIMITED,24.294117647058822,1.0,93
Theia Group,24.294117647058822,1.0,93
Communications and Information Technology Commission,24.294117647058822,1.0,93
Ministry Of Health And Family Welfare,24.294117647058822,1.0,93
AL AMTHAL Financing Company,24.294117647058822,1.0,93
Cigniti Technologies Limited,24.294117647058822,1.0,93
"Aaon, Inc.",24.294117647058822,1.0,93
Universal Music Group Inc.,21.38235294117647,57.57142857142857,94
Boeing Employees Credit Union,21.38235294117647,50.5,95
ING Services Polska sp. z.o.o.,21.38235294117647,50.5,95
Alphaserve Technologies,21.38235294117647,43.42857142857143,96
EXL SERVICE.COM (INDIA) PRIVATE LIMITED,21.38235294117647,43.42857142857143,96
D. E. Shaw Group,21.38235294117647,36.357142857142854,97
"NRI SecureTechnologies, Ltd.",21.38235294117647,36.357142857142854,97
"Cloud Harmonics NAM Disti, an Ingram Micro Company",21.38235294117647,36.357142857142854,97
Agnico-Eagle Mines Limited,21.38235294117647,36.357142857142854,97
MSCI Inc.,21.38235294117647,36.357142857142854,97
Dow Jones & Company,21.38235294117647,29.285714285714285,98
MicroStrategy Inc.,21.38235294117647,29.285714285714285,98
ST Engineering Info-Security Pte. Ltd,21.38235294117647,29.285714285714285,98
Arista Networks,21.38235294117647,29.285714285714285,98
North Atlantic Treaty Organization (NATO),21.38235294117647,29.285714285714285,98
Pinebridge Investments LLC,21.38235294117647,22.214285714285715,99
AGCO Corporation,21.38235294117647,22.214285714285715,99
Canadian Pacific Railway Limited,21.38235294117647,22.214285714285715,99
"Wind River Systems, Inc.",21.38235294117647,22.214285714285715,99
Intelenet Global Services Private Limited,21.38235294117647,22.214285714285715,99
Elanco Us Inc.,21.38235294117647,22.214285714285715,99
Relay Health,21.38235294117647,22.214285714285715,99
"PARTS AUTHORITY, INC.",21.38235294117647,22.214285714285715,99
Tiger Optics LLC - DISTI (Russia),21.38235294117647,22.214285714285715,99
Home Hardware Stores Limited,21.38235294117647,22.214285714285715,99
Glenmark Pharmaceuticals,21.38235294117647,15.142857142857142,100
"cxLoyalty Group, Inc.",21.38235294117647,15.142857142857142,100
Bloom Energy Corporation,21.38235294117647,15.142857142857142,100
"Surveying And Mapping, Llc",21.38235294117647,15.142857142857142,100
Macroview Telecom Group (Guangzhou),21.38235294117647,15.142857142857142,100
Midland Paper Company,21.38235294117647,15.142857142857142,100
Videojet Technologies Inc.,21.38235294117647,15.142857142857142,100
Plains Cotton Cooperative Association,21.38235294117647,15.142857142857142,100
News Corp Australia,21.38235294117647,15.142857142857142,100
Redeban Multicolor S.A.,21.38235294117647,15.142857142857142,100
"Leviton Manufacturing Co., Inc.",21.38235294117647,15.142857142857142,100
Best Buy Canada Ltd,21.38235294117647,15.142857142857142,100
Upper Peninsula Health Plan,21.38235294117647,8.071428571428571,101
Tropical Financial Credit Union,21.38235294117647,8.071428571428571,101
Fairmount Santrol Holdings Inc.,21.38235294117647,8.071428571428571,101
The College Of American Pathologists,21.38235294117647,8.071428571428571,101
East Tennessee Children's Hospital,21.38235294117647,8.071428571428571,101
Rambus Inc.,21.38235294117647,8.071428571428571,101
Structerre Consulting Engineers,21.38235294117647,8.071428571428571,101
Global Blood Therapeutics,21.38235294117647,8.071428571428571,101
"NIAGARA BOTTLING, LLC",21.38235294117647,8.071428571428571,101
"Learning Resources, Inc.",21.38235294117647,8.071428571428571,101
Activ Financial,21.38235294117647,8.071428571428571,101
"Jessel, Brian Autosport Inc",21.38235294117647,8.071428571428571,101
Australian Digital Health Agency (Corporate),21.38235294117647,8.071428571428571,101
"Lakeshore Recycling Systems, Llc",21.38235294117647,8.071428571428571,101
Storeforce Solutions Inc,21.38235294117647,8.071428571428571,101
Domain The Net Technologies Ltd,21.38235294117647,8.071428571428571,101
Cbol Corporation,21.38235294117647,1.0,102
"IMPRES Technology Solutions, Inc.",21.38235294117647,1.0,102
"BIO WORLD MERCHANDISING, INC.",21.38235294117647,1.0,102
National Skill Development Corporation (NSDC),21.38235294117647,1.0,102
Erdman Company,21.38235294117647,1.0,102
Compassion International,21.38235294117647,1.0,102
St. Lawrence County Central Srvcs,21.38235294117647,1.0,102
Vantage West Credit Union,21.38235294117647,1.0,102
Market Simplified India Limited,21.38235294117647,1.0,102
Bank First,21.38235294117647,1.0,102
Snoqualmie Casino,21.38235294117647,1.0,102
Fidelity Co-operative Bank,21.38235294117647,1.0,102
"7-Eleven, Inc.",18.47058823529412,50.5,103
Brightstar Corp.,18.47058823529412,50.5,103
Freeport-McMoRan Inc.,18.47058823529412,50.5,103
Dialog Telekom Plc,18.47058823529412,50.5,103
AWAC Services Company,18.47058823529412,43.42857142857143,104
"Dealertrack, Inc",18.47058823529412,36.357142857142854,105
Soho House,18.47058823529412,29.285714285714285,106
Corning Incorporated,18.47058823529412,29.285714285714285,106
Information Resources HQ (IRI),18.47058823529412,29.285714285714285,106
"Axtel, S.A.B. de C.V.",18.47058823529412,29.285714285714285,106
Diageo Plc,18.47058823529412,29.285714285714285,106
Infradata BV,18.47058823529412,29.285714285714285,106
John Bean Technologies Corporation,18.47058823529412,29.285714285714285,106
BTG Pactual S.A.,18.47058823529412,29.285714285714285,106
Dynata LLC,18.47058823529412,29.285714285714285,106
Drax Group plc,18.47058823529412,22.214285714285715,107
"Coca-Cola Refreshments Usa, Inc.",18.47058823529412,22.214285714285715,107
"Paciolan, Inc.",18.47058823529412,22.214285714285715,107
"Homeservices Lending, Llc",18.47058823529412,22.214285714285715,107
Nucor Corporation,18.47058823529412,22.214285714285715,107
GenieAll Corporation,18.47058823529412,22.214285714285715,107
Dimension Data Authorized Support Center (ASC) North America,18.47058823529412,22.214285714285715,107
"BDP INTERNATIONAL, INC.",18.47058823529412,22.214285714285715,107
FLYDUBAI,18.47058823529412,22.214285714285715,107
Griffith Foods Group Inc.,18.47058823529412,22.214285714285715,107
NETDATA NETWORKS,18.47058823529412,22.214285714285715,107
Bajaj FinServ Limited,18.47058823529412,22.214285714285715,107
AGS HEALTH PRIVATE LIMITED,18.47058823529412,22.214285714285715,107
Infoblox Inc.,18.47058823529412,22.214285714285715,107
"Ideal Integrations, Inc.",18.47058823529412,22.214285714285715,107
Hawaiian Airlines,18.47058823529412,22.214285714285715,107
Cooper Tire & Rubber Company,18.47058823529412,22.214285714285715,107
Murphy Oil Corporation,18.47058823529412,22.214285714285715,107
Tourmaline Oil Corp,18.47058823529412,22.214285714285715,107
SCSK Corporation,18.47058823529412,22.214285714285715,107
"Intersect ENT, Inc.",18.47058823529412,22.214285714285715,107
JAQUAR AND COMPANY PRIVATE LIMITED,18.47058823529412,22.214285714285715,107
International Financial Data Services (Canada) Ltd. (IFDS),18.47058823529412,22.214285714285715,107
"Lookingglass Cyber Solution, Inc.",18.47058823529412,15.142857142857142,108
Energir,18.47058823529412,15.142857142857142,108
"Zayo Group, LLC (Support Only Corp IT)",18.47058823529412,15.142857142857142,108
"Greystone Power Corporation, An Electric Membership Corporation",18.47058823529412,15.142857142857142,108
Old Dominion University,18.47058823529412,15.142857142857142,108
Firmenich International,18.47058823529412,15.142857142857142,108
City of Huntington Beach,18.47058823529412,15.142857142857142,108
ClubCorp,18.47058823529412,15.142857142857142,108
Sti Group,18.47058823529412,15.142857142857142,108
"Tempus Health, Inc.",18.47058823529412,15.142857142857142,108
"Omnisys, LLC",18.47058823529412,15.142857142857142,108
"Mcgregor Associates, Inc",18.47058823529412,15.142857142857142,108
Gamma Network Solutions,18.47058823529412,15.142857142857142,108
Momentive Performance Materials Inc.,18.47058823529412,15.142857142857142,108
"Corporation of the City of Cambridge, The",18.47058823529412,15.142857142857142,108
"Energy Recovery, Inc.",18.47058823529412,15.142857142857142,108
Astral Computers Nepal Private Limited,18.47058823529412,15.142857142857142,108
University of Redlands,18.47058823529412,15.142857142857142,108
The Hospice of The Florida Suncoast Inc,18.47058823529412,15.142857142857142,108
Suncoast Credit Union,18.47058823529412,15.142857142857142,108
Nuspire Networks,18.47058823529412,15.142857142857142,108
The Baupost Group LLC,18.47058823529412,15.142857142857142,108
Premium Brands Holdings Corporation,18.47058823529412,15.142857142857142,108
Burke Porter Group,18.47058823529412,15.142857142857142,108
Emblem Health,18.47058823529412,15.142857142857142,108
Zt Systems,18.47058823529412,15.142857142857142,108
Interfor Corporation,18.47058823529412,8.071428571428571,109
Raymond Ltd,18.47058823529412,8.071428571428571,109
Idbi Bank Limited,18.47058823529412,8.071428571428571,109
"BLOKWORX, Inc.",18.47058823529412,8.071428571428571,109
Lincoln Investment Software Group,18.47058823529412,8.071428571428571,109
IDFC BANK LIMITED,18.47058823529412,8.071428571428571,109
Luminant GCS (Support Only),18.47058823529412,8.071428571428571,109
NATIONAL ASSOCIATION OF REALTORS,18.47058823529412,8.071428571428571,109
"Westcon Group Co., Ltd. (Thailand)",18.47058823529412,8.071428571428571,109
"Huttig Building Products, Inc.",18.47058823529412,8.071428571428571,109
"Teachers College, Columbia University",18.47058823529412,8.071428571428571,109
Tanisha Systems Private Limited,18.47058823529412,8.071428571428571,109
Total Bank Solutions Llc,18.47058823529412,8.071428571428571,109
"Quest Media & Supplies, Inc.",18.47058823529412,8.071428571428571,109
Turning Point For God,18.47058823529412,8.071428571428571,109
Timber Products Co. Limited Partnership,18.47058823529412,8.071428571428571,109
Barrett-jackson Auction Company Llc,18.47058823529412,8.071428571428571,109
The Francis E Parker Assisted Living Center Inc,18.47058823529412,8.071428571428571,109
Burris Ip Law,18.47058823529412,8.071428571428571,109
"Data Chambers, LLC",18.47058823529412,8.071428571428571,109
CAA Saskatchewan,18.47058823529412,8.071428571428571,109
Hanscom Federal Credit Union,18.47058823529412,8.071428571428571,109
Skyone Federal Credit Union,18.47058823529412,8.071428571428571,109
Glu Mobile Inc.,18.47058823529412,8.071428571428571,109
Gold Fields Australia Pty Limited,18.47058823529412,8.071428571428571,109
Cue Health Inc.,18.47058823529412,8.071428571428571,109
Penn Mutual Life Insurance Company,18.47058823529412,8.071428571428571,109
Netmagic Solutions Pvt. Ltd,18.47058823529412,8.071428571428571,109
"Genesee & Wyoming Railroad Services, Inc.",18.47058823529412,8.071428571428571,109
"CRESTWOOD BEHAVIORAL HEALTH, INC.",18.47058823529412,8.071428571428571,109
"Hubert Company, LLC",18.47058823529412,8.071428571428571,109
"Provation Medical, Inc.",18.47058823529412,1.0,110
"Medical Billing & Management Services, LLC",18.47058823529412,1.0,110
American Association for the Advancement of Science,18.47058823529412,1.0,110
ReEnergy Holdings LLC,18.47058823529412,1.0,110
Quikrete Companies Inc,18.47058823529412,1.0,110
Cloud Pioneers,18.47058823529412,1.0,110
"Participant Media, LLC",18.47058823529412,1.0,110
"Lauren Concrete, Inc.",18.47058823529412,1.0,110
"Celsius Therapeutics, Inc.",18.47058823529412,1.0,110
Wenzel Inc,18.47058823529412,1.0,110
Media Matters For America,18.47058823529412,1.0,110
"Ionis Pharmaceuticals, Inc",18.47058823529412,1.0,110
Zelis Healthcare Inc.,18.47058823529412,1.0,110
Capital Insurance Group,18.47058823529412,1.0,110
Tahoe Forest Hospital District,18.47058823529412,1.0,110
Excellence In Is Solutions Inc,18.47058823529412,1.0,110
"Jounce Therapeutics, Inc.",18.47058823529412,1.0,110
"Kuhl, Inc.",18.47058823529412,1.0,110
Ingram Yuzek Gainen Carroll & Bertolotti,18.47058823529412,1.0,110
Southeastern Pathology Associates,18.47058823529412,1.0,110
Nutstar Software Llc,18.47058823529412,1.0,110
"W&T Offshore, Inc.",18.47058823529412,1.0,110
"Pet Supermarket, Inc.",18.47058823529412,1.0,110
Glen Ellyn School District 41,18.47058823529412,1.0,110
Sociedad Colombiana de Anestesiologia y Reanimacion,18.47058823529412,1.0,110
DBM Vircon,18.47058823529412,1.0,110
Oakland Housing Authority,18.47058823529412,1.0,110
"Gavs Technologies N.a., Inc.",18.47058823529412,1.0,110
WCIRB,18.47058823529412,1.0,110
Sentiss Pharma Pvt ltd,18.47058823529412,1.0,110
ARTHREX Medizinische Instrumente GmbH,18.47058823529412,1.0,110
County Of Galveston,18.47058823529412,1.0,110
The Prudential Assurance Company Limited,18.47058823529412,1.0,110
Baha Mar Ltd,18.47058823529412,1.0,110
"Columbia Southern University, Inc.",18.47058823529412,1.0,110
Chelton Limited,18.47058823529412,1.0,110
AWS Customer Default,15.558823529411763,85.85714285714286,111
